ST    WMF    T_eq          M_p       Age       R_b  R_20mbar  R_1mibar       T_b     T_int           s_env          I/MR^2        L_env         L_rad        L_core        L_grav        u_tot
M   0.4000  1500.0   0.32475535    0.2000   1.12605   1.69604   2.24748   2126.47     40.73   1.1648903e+04   1.9583556e-01  6.64020e+13   4.76290e+13   3.77992e+12   3.95388e+12  -1.68969e+31
M   0.4000  1500.0   0.32475535    0.5000   1.12505   1.69375   2.24420   2117.62     32.68   1.1631827e+04   1.9588000e-01  2.63732e+12   4.19120e+13   1.50129e+11   1.57038e+11  -1.69318e+31
M   0.4000  1500.0   0.32475535    1.0000   1.12482   1.69323   2.24346   2115.65     30.62   1.1628035e+04   1.9589000e-01  1.38816e+12   3.24810e+13   7.90208e+10   8.26575e+10  -1.69398e+31
M   0.4000  1500.0   0.32475535    2.0000   1.12467   1.69288   2.24296   2114.34     27.98   1.1625497e+04   1.9590000e-01  7.32804e+11   2.45410e+13   4.17147e+10   4.36345e+10  -1.69451e+31
M   0.4000  1500.0   0.32475535    5.0000   1.12467   1.69288   2.24296   2114.34     27.98   1.1625497e+04   1.9590000e-01  6.10670e+11   2.43183e+13   3.47623e+10   3.63621e+10  -1.69451e+31
M   0.4000  1500.0   0.32475535   10.0000   1.12467   1.69288   2.24296   2114.34     27.98   1.1625497e+04   1.9590000e-01  4.07113e+11   2.39471e+13   2.31749e+10   2.42414e+10  -1.69451e+31
M   0.4000  1500.0   0.32475535   20.0000   1.12467   1.69288   2.24296   2114.34     27.98   1.1625497e+04   1.9590000e-01  1.45339e+01   2.32047e+13   8.27339e-01   8.65410e-01  -1.69451e+31
M   0.4000  1500.0   0.32475535  3.85e+01   1.07099   1.63920   2.18928   2110.39      0.00   1.1617845e+04   1.9590000e-01  0.00000e+00   6.18361e+08   0.00000e+00   0.00000e+00  -1.69451e+31

M   0.4000  1500.0   0.41382762    0.0010   1.89225   4.21094   5.50146   6563.86    679.28   1.6520000e+04   1.7133000e-01  0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00   6.36686e+30
M   0.4000  1500.0   0.41382762    0.0015   1.42592   2.36048   3.04230   4326.44    382.11   1.4709797e+04   1.9093000e-01  1.11988e+18   6.69859e+13   6.19095e+16   8.71865e+16  -1.67714e+31
M   0.4000  1500.0   0.41382762    0.0020   1.35612   2.13984   2.76457   3686.70    288.53   1.4013058e+04   1.9386000e-01  3.29602e+17   6.69680e+13   1.82212e+16   2.56607e+16  -2.02346e+31
M   0.4000  1500.0   0.41382762    0.0030   1.30795   1.99949   2.58324   3302.58    231.32   1.3532201e+04   1.9588400e-01  1.26782e+17   6.69322e+13   7.00880e+15   9.87042e+15  -2.26246e+31
M   0.4000  1500.0   0.41382762    0.0050   1.26949   1.89278   2.44284   2992.60    185.98   1.3101695e+04   1.9750143e-01  4.98539e+16   6.68604e+13   2.75605e+15   3.88131e+15  -2.45331e+31
M   0.4000  1500.0   0.41382762    0.0100   1.23639   1.80405   2.32446   2676.68    142.28   1.2617932e+04   1.9889273e-01  1.61917e+16   6.66825e+13   8.95115e+14   1.26058e+15  -2.61754e+31
M   0.4000  1500.0   0.41382762    0.0200   1.21286   1.74396   2.24280   2465.59    112.68   1.2266548e+04   1.9988642e-01  6.10818e+15   6.63284e+13   3.37675e+14   4.75544e+14  -2.73430e+31
M   0.4000  1500.0   0.41382762    0.0300   1.20206   1.71777   2.20659   2360.63     97.36   1.2082704e+04   2.0033921e-01  3.33033e+15   6.59772e+13   1.84109e+14   2.59278e+14  -2.78787e+31
M   0.4000  1500.0   0.41382762    0.0500   1.19138   1.69266   2.17147   2257.35     80.46   1.1895548e+04   2.0078730e-01  1.50494e+15   6.52844e+13   8.31970e+13   1.17165e+14  -2.84090e+31
M   0.4000  1500.0   0.41382762    0.1000   1.18179   1.67085   2.14060   2166.69     59.94   1.1725868e+04   2.0118810e-01  4.32965e+14   6.36172e+13   2.39354e+13   3.37079e+13  -2.88845e+31
M   0.4000  1500.0   0.41382762    0.2000   1.17782   1.66188   2.12786   2126.49     41.74   1.1648934e+04   2.0135547e-01  7.84805e+13   6.07599e+13   4.33859e+12   6.10999e+12  -2.90815e+31
M   0.4000  1500.0   0.41382762    0.5000   1.17697   1.66000   2.12516   2118.39     33.87   1.1633313e+04   2.0139000e-01  1.34753e+12   5.13622e+13   7.44945e+10   1.04910e+11  -2.91238e+31
M   0.4000  1500.0   0.41382762    1.0000   1.17679   1.65960   2.12459   2116.67     31.74   1.1630003e+04   2.0140000e-01  1.44349e+12   3.91881e+13   7.97998e+10   1.12381e+11  -2.91327e+31
M   0.4000  1500.0   0.41382762    2.0000   1.17654   1.65905   2.12380   2114.55     27.67   1.1625899e+04   2.0141000e-01  6.35362e+11   2.29913e+13   3.51244e+10   4.94653e+10  -2.91450e+31
M   0.4000  1500.0   0.41382762    5.0000   1.17619   1.65830   2.12273   2112.10     18.47   1.1621147e+04   2.0142000e-01  1.35993e+11   4.80137e+12   7.51805e+09   1.05876e+10  -2.91623e+31
M   0.4000  1500.0   0.41382762   10.0000   1.17607   1.65805   2.12237   2111.50     10.20   1.1619981e+04   2.0143000e-01  6.89351e+10   3.80372e+11   3.81090e+09   5.36685e+09  -2.91681e+31
M   0.4000  1500.0   0.41382762   20.0000   1.17607   1.65805   2.12236   2111.48     10.00   1.1619953e+04   2.0143000e-01  3.61909e+00   3.55890e+11   2.00072e-01   2.81760e-01  -2.91682e+31
M   0.4000  1500.0   0.41382762  1.44e+03   1.12306   1.60504   2.06935   2111.34      0.00   1.1619681e+04   2.0143000e-01  0.00000e+00   7.87962e+08   0.00000e+00   0.00000e+00  -2.91682e+31

M   0.4000  1500.0   0.52733018    0.0010   1.89877   3.79836   4.84302   6563.86    719.70   1.6520000e+04   1.8149000e-01  0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00  -1.02264e+30
M   0.4000  1500.0   0.52733018    0.0015   1.43999   2.18226   2.73870   4072.93    360.59   1.4447259e+04   1.9721000e-01  8.87574e+17   8.53586e+13   4.39635e+16   9.49234e+16  -3.33240e+31
M   0.4000  1500.0   0.52733018    0.0020   1.39027   2.03335   2.54990   3591.67    286.73   1.3899027e+04   1.9891333e-01  3.31058e+17   8.53357e+13   1.63980e+16   3.54057e+16  -3.68247e+31
M   0.4000  1500.0   0.52733018    0.0030   1.35088   1.92322   2.40724   3251.97    233.84   1.3464675e+04   2.0026600e-01  1.38390e+17   8.52901e+13   6.85478e+15   1.48004e+16  -3.95982e+31
M   0.4000  1500.0   0.52733018    0.0050   1.31749   1.83444   2.29024   2968.77    190.24   1.3066865e+04   2.0141125e-01  5.75985e+16   8.51988e+13   2.85298e+15   6.15998e+15  -4.19488e+31
M   0.4000  1500.0   0.52733018    0.0100   1.28739   1.75774   2.18760   2661.49    145.98   1.2593430e+04   2.0243783e-01  1.90570e+16   8.49719e+13   9.43933e+14   2.03808e+15  -4.40678e+31
M   0.4000  1500.0   0.52733018    0.0200   1.26576   1.70891   2.12350   2455.13    115.73   1.2248498e+04   2.0318038e-01  7.25275e+15   8.45205e+13   3.59245e+14   7.75660e+14  -4.55915e+31
M   0.4000  1500.0   0.52733018    0.0300   1.25576   1.68852   2.09693   2352.35    100.04   1.2067945e+04   2.0352586e-01  3.96462e+15   8.40729e+13   1.96376e+14   4.24004e+14  -4.62954e+31
M   0.4000  1500.0   0.52733018    0.0500   1.24585   1.66900   2.07125   2252.57     82.64   1.1886737e+04   2.0385968e-01  1.79377e+15   8.31915e+13   8.88494e+13   1.91838e+14  -4.69926e+31
M   0.4000  1500.0   0.52733018    0.1000   1.23725   1.65239   2.04923   2162.34     60.71   1.1717593e+04   2.0415617e-01  4.84438e+14   8.10778e+13   2.39953e+13   5.18092e+13  -4.75982e+31
M   0.4000  1500.0   0.52733018    0.2000   1.23365   1.64561   2.04019   2126.76     43.05   1.1649468e+04   2.0428273e-01  9.64065e+13   7.74519e+13   4.77523e+12   1.03104e+13  -4.78520e+31
M   0.4000  1500.0   0.52733018    0.5000   1.23291   1.64422   2.03833   2119.10     35.21   1.1634695e+04   2.0431000e-01  9.69012e+12   7.20364e+13   4.79973e+11   1.03633e+12  -4.79043e+31
M   0.4000  1500.0   0.52733018    1.0000   1.23291   1.64422   2.03833   2119.10     35.21   1.1634695e+04   2.0431000e-01  9.44166e+12   7.19817e+13   4.67666e+11   1.00976e+12  -4.79043e+31
M   0.4000  1500.0   0.52733018    2.0000   1.23291   1.64422   2.03833   2119.10     35.21   1.1634695e+04   2.0431000e-01  8.94473e+12   7.18722e+13   4.43052e+11   9.56611e+11  -4.79043e+31
M   0.4000  1500.0   0.52733018    5.0000   1.23291   1.64422   2.03833   2119.10     35.21   1.1634695e+04   2.0431000e-01  7.45394e+12   7.15438e+13   3.69210e+11   7.97176e+11  -4.79043e+31
M   0.4000  1500.0   0.52733018   10.0000   1.23291   1.64422   2.03833   2119.10     35.21   1.1634695e+04   2.0431000e-01  4.96929e+12   7.09965e+13   2.46140e+11   5.31451e+11  -4.79043e+31
M   0.4000  1500.0   0.52733018   20.0000   1.23291   1.64422   2.03833   2119.10     35.21   1.1634695e+04   2.0431000e-01  1.74920e+02   6.99018e+13   8.66418e+00   1.87070e+01  -4.79043e+31
M   0.4000  1500.0   0.52733018  3.29e+01   1.17902   1.59033   1.98444   2112.19      0.00   1.1621329e+04   2.0431000e-01  0.00000e+00   1.00408e+09   0.00000e+00   0.00000e+00  -4.79043e+31

M   0.4000  1500.0   0.67196366    0.0010   1.97813   3.57702   4.45280   6563.86    748.77   1.6520000e+04   1.9276000e-01  0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00  -1.02986e+31
M   0.4000  1500.0   0.67196366    0.0015   1.49104   2.10961   2.56906   4113.79    382.83   1.4490688e+04   2.0468000e-01  1.18398e+18   1.08770e+14   5.69420e+16   1.57080e+17  -5.87768e+31
M   0.4000  1500.0   0.67196366    0.0020   1.44177   1.96864   2.39065   3587.86    298.74   1.3894391e+04   2.0589000e-01  4.10870e+17   1.08741e+14   1.97602e+16   5.45107e+16  -6.36807e+31
M   0.4000  1500.0   0.67196366    0.0030   1.40448   1.88018   2.28157   3235.99    241.46   1.3443137e+04   2.0680000e-01  1.66541e+17   1.08683e+14   8.00955e+15   2.20952e+16  -6.73918e+31
M   0.4000  1500.0   0.67196366    0.0050   1.37333   1.80977   2.19353   2962.10    196.72   1.3057063e+04   2.0756250e-01  7.00746e+16   1.08566e+14   3.37014e+15   9.29690e+15  -7.04918e+31
M   0.4000  1500.0   0.67196366    0.0100   1.34508   1.74871   2.11627   2653.37    150.32   1.2580290e+04   2.0825304e-01  2.29098e+16   1.08278e+14   1.10182e+15   3.03948e+15  -7.33031e+31
M   0.4000  1500.0   0.67196366    0.0200   1.32490   1.70660   2.06238   2449.65    119.28   1.2239022e+04   2.0874585e-01  8.78134e+15   1.07703e+14   4.22326e+14   1.16503e+15  -7.53121e+31
M   0.4000  1500.0   0.67196366    0.0300   1.31544   1.68803   2.03822   2349.62    103.27   1.2063061e+04   2.0897533e-01  4.83973e+15   1.07133e+14   2.32760e+14   6.42094e+14  -7.62534e+31
M   0.4000  1500.0   0.67196366    0.0500   1.30619   1.67020   2.01489   2246.57     84.41   1.1875639e+04   2.0919918e-01  2.10027e+15   1.06007e+14   1.01010e+14   2.78646e+14  -7.71746e+31
M   0.4000  1500.0   0.67196366    0.1000   1.29820   1.65533   1.99524   2162.49     62.70   1.1717882e+04   2.0940284e-01  5.95257e+14   1.03324e+14   2.86281e+13   7.89736e+13  -7.79702e+31
M   0.4000  1500.0   0.67196366    0.2000   1.29491   1.64929   1.98721   2126.71     44.08   1.1649358e+04   2.0948146e-01  1.15250e+14   9.88192e+13   5.54278e+12   1.52904e+13  -7.82974e+31
M   0.4000  1500.0   0.67196366    0.5000   1.29416   1.64795   1.98543   2119.57     36.31   1.1635591e+04   2.0950000e-01  9.48287e+12   9.06681e+13   4.56066e+11   1.25811e+12  -7.83711e+31
M   0.4000  1500.0   0.67196366    1.0000   1.29416   1.64795   1.98543   2119.57     36.31   1.1635591e+04   2.0950000e-01  9.23972e+12   9.05848e+13   4.44372e+11   1.22585e+12  -7.83711e+31
M   0.4000  1500.0   0.67196366    2.0000   1.29416   1.64795   1.98543   2119.57     36.31   1.1635591e+04   2.0950000e-01  8.75342e+12   9.04182e+13   4.20984e+11   1.16133e+12  -7.83711e+31
M   0.4000  1500.0   0.67196366    5.0000   1.29416   1.64795   1.98543   2119.57     36.31   1.1635591e+04   2.0950000e-01  7.29451e+12   8.99185e+13   3.50820e+11   9.67773e+11  -7.83711e+31
M   0.4000  1500.0   0.67196366   10.0000   1.29416   1.64795   1.98543   2119.57     36.31   1.1635591e+04   2.0950000e-01  4.86301e+12   8.90856e+13   2.33880e+11   6.45182e+11  -7.83711e+31
M   0.4000  1500.0   0.67196366   20.0000   1.29416   1.64795   1.98543   2119.57     36.31   1.1635591e+04   2.0950000e-01  1.71178e+02   8.74199e+13   8.23254e+00   2.27104e+01  -7.83711e+31
M   0.4000  1500.0   0.67196366  3.42e+01   1.24001   1.59380   1.93128   2112.98      0.00   1.1622859e+04   2.0950000e-01  0.00000e+00   1.27947e+09   0.00000e+00   0.00000e+00  -7.83711e+31

M   0.4000  1500.0   0.85626648    0.0010   1.81782   2.84586   3.40429   6563.86    825.94   1.6520000e+04   1.5907000e-01  0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00  -4.35829e+31
M   0.4000  1500.0   0.85626648    0.0015   1.56774   2.11507   2.50862   4311.82    433.96   1.4695087e+04   1.9237000e-01  2.23062e+18   1.38603e+14   2.85785e+17   3.78116e+16  -9.02013e+31
M   0.4000  1500.0   0.85626648    0.0020   1.52192   2.00250   2.37234   3832.56    351.83   1.4182313e+04   1.9847500e-01  9.07757e+17   1.38566e+14   1.16301e+17   1.53875e+16  -9.87438e+31
M   0.4000  1500.0   0.85626648    0.0030   1.48606   1.91708   2.26813   3438.05    285.65   1.3707986e+04   2.0325000e-01  3.76331e+17   1.38492e+14   4.82151e+16   6.37924e+15  -1.05429e+32
M   0.4000  1500.0   0.85626648    0.0050   1.45541   1.84795   2.18262   3133.63    234.03   1.3302654e+04   2.0733000e-01  1.62758e+17   1.38344e+14   2.08524e+16   2.75894e+15  -1.11141e+32
M   0.4000  1500.0   0.85626648    0.0100   1.42489   1.78610   2.10744   2826.04    182.97   1.2852670e+04   2.1139053e-01  5.82227e+16   1.37975e+14   7.45944e+15   9.86943e+14  -1.16831e+32
M   0.4000  1500.0   0.85626648    0.0200   1.40322   1.74424   2.05615   2576.39    143.70   1.2453957e+04   2.1427529e-01  2.14586e+16   1.37242e+14   2.74925e+15   3.63748e+14  -1.20871e+32
M   0.4000  1500.0   0.85626648    0.0300   1.39301   1.72494   2.03237   2465.30    126.08   1.2266044e+04   2.1564294e-01  1.24971e+16   1.36515e+14   1.60112e+15   2.11841e+14  -1.22775e+32
M   0.4000  1500.0   0.85626648    0.0500   1.38192   1.70503   2.00755   2348.44    106.76   1.2060951e+04   2.1711532e-01  6.29541e+15   1.35071e+14   8.06562e+14   1.06715e+14  -1.24842e+32
M   0.4000  1500.0   0.85626648    0.1000   1.37072   1.68556   1.98308   2219.31     81.30   1.1824973e+04   2.1860528e-01  2.03412e+15   1.31565e+14   2.60609e+14   3.44806e+13  -1.26929e+32
M   0.4000  1500.0   0.85626648    0.2000   1.36452   1.67505   1.96979   2145.60     57.56   1.1685640e+04   2.1943266e-01  4.66577e+14   1.25097e+14   5.97774e+13   7.90903e+12  -1.28086e+32
M   0.4000  1500.0   0.85626648    0.5000   1.36246   1.67161   1.96542   2120.69     38.65   1.1637766e+04   2.1970594e-01  3.78638e+13   1.10194e+14   4.85108e+12   6.41836e+11  -1.28467e+32
M   0.4000  1500.0   0.85626648    1.0000   1.36230   1.67133   1.96506   2119.01     35.50   1.1634514e+04   2.1973000e-01  3.99088e+12   8.41975e+13   5.11308e+11   6.76500e+10  -1.28500e+32
M   0.4000  1500.0   0.85626648    2.0000   1.36206   1.67095   1.96458   2116.78     31.21   1.1630208e+04   2.1976000e-01  3.45669e+12   4.93467e+13   4.42868e+11   5.85949e+10  -1.28544e+32
M   0.4000  1500.0   0.85626648    5.0000   1.36153   1.67014   1.96353   2114.52     21.56   1.1625840e+04   2.1983065e-01  2.25789e+12   1.13599e+13   2.89279e+11   3.82739e+10  -1.28642e+32
M   0.4000  1500.0   0.85626648   10.0000   1.36144   1.67000   1.96335   2114.06     16.61   1.1624937e+04   2.1984000e-01  1.25411e+12   7.25156e+12   1.60675e+11   2.12585e+10  -1.28658e+32
M   0.4000  1500.0   0.85626648   20.0000   1.36144   1.66999   1.96334   2113.75     10.00   1.1624338e+04   2.1984000e-01  4.61509e+01   6.13376e+12   5.91284e+00   7.82314e-01  -1.28658e+32
M   0.4000  1500.0   0.85626648  2.45e+03   1.30824   1.61679   1.91014   2113.70      0.00   1.1624257e+04   2.1984000e-01  0.00000e+00   1.63040e+09   0.00000e+00   0.00000e+00  -1.28658e+32

M   0.4000  1500.0   1.09111896    0.0010   1.85005   2.66052   3.09955   6563.86    867.68   1.6520000e+04   1.6538000e-01  0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00  -9.92669e+31
M   0.4000  1500.0   1.09111896    0.0015   1.62849   2.08906   2.41892   4304.55    451.39   1.4687740e+04   1.9712500e-01  2.87213e+18   1.76619e+14   3.18138e+17   3.58914e+16  -1.55242e+32
M   0.4000  1500.0   1.09111896    0.0020   1.58729   1.99817   2.31176   3863.91    371.04   1.4217829e+04   2.0303000e-01  1.24481e+18   1.76572e+14   1.37884e+17   1.55557e+16  -1.65650e+32
M   0.4000  1500.0   1.09111896    0.0030   1.55318   1.92414   2.22421   3452.10    299.30   1.3725826e+04   2.0791800e-01  5.05040e+17   1.76477e+14   5.59420e+16   6.31121e+15  -1.74267e+32
M   0.4000  1500.0   1.09111896    0.0050   1.52477   1.86561   2.15424   3143.20    244.97   1.3315970e+04   2.1198500e-01  2.18581e+17   1.76289e+14   2.42116e+16   2.73148e+15  -1.81446e+32
M   0.4000  1500.0   1.09111896    0.0100   1.49607   1.80915   2.08602   2848.20    193.25   1.2886555e+04   2.1609632e-01  8.14187e+16   1.75817e+14   9.01854e+15   1.01745e+15  -1.88694e+32
M   0.4000  1500.0   1.09111896    0.0200   1.47502   1.77002   2.03818   2594.10    151.80   1.2483299e+04   2.1911360e-01  3.00956e+16   1.74884e+14   3.33361e+15   3.76088e+14  -1.94013e+32
M   0.4000  1500.0   1.09111896    0.0300   1.46507   1.75194   2.01593   2480.83    133.16   1.2292723e+04   2.2053750e-01  1.75449e+16   1.73956e+14   1.94340e+15   2.19249e+14  -1.96527e+32
M   0.4000  1500.0   1.09111896    0.0500   1.45433   1.73352   1.99369   2355.02    111.83   1.2072703e+04   2.2208277e-01  8.55407e+15   1.72112e+14   9.47512e+14   1.06895e+14  -1.99241e+32
M   0.4000  1500.0   1.09111896    0.1000   1.44358   1.71634   1.97293   2225.12     85.44   1.1835809e+04   2.2361929e-01  2.81920e+15   1.67641e+14   3.12276e+14   3.52300e+13  -2.01955e+32
M   0.4000  1500.0   1.09111896    0.2000   1.43740   1.70676   1.96127   2152.97     62.86   1.1699731e+04   2.2450667e-01  7.62163e+14   1.59387e+14   8.44228e+13   9.52433e+12  -2.03520e+32
M   0.4000  1500.0   1.09111896    0.5000   1.43507   1.70313   1.95686   2121.32     40.22   1.1638989e+04   2.2484356e-01  6.46379e+13   1.40909e+14   7.15977e+12   8.07744e+11  -2.04107e+32
M   0.4000  1500.0   1.09111896    1.0000   1.43487   1.70284   1.95650   2119.57     36.84   1.1635605e+04   2.2486365e-01  6.34218e+12   1.10306e+14   7.02507e+11   7.92547e+10  -2.04158e+32
M   0.4000  1500.0   1.09111896    2.0000   1.43462   1.70247   1.95604   2117.58     32.41   1.1631751e+04   2.2490000e-01  5.34075e+12   6.49254e+13   5.91581e+11   6.67404e+10  -2.04221e+32
M   0.4000  1500.0   1.09111896    5.0000   1.43448   1.70227   1.95579   2116.48     29.95   1.1629631e+04   2.2492000e-01  4.12768e+12   4.62068e+13   4.57212e+11   5.15813e+10  -2.04255e+32
M   0.4000  1500.0   1.09111896   10.0000   1.43448   1.70227   1.95579   2116.48     29.95   1.1629631e+04   2.2492000e-01  2.75178e+12   4.50815e+13   3.04808e+11   3.43875e+10  -2.04255e+32
M   0.4000  1500.0   1.09111896   20.0000   1.43448   1.70227   1.95579   2116.48     29.95   1.1629631e+04   2.2492000e-01  9.87891e+01   4.28308e+13   1.09426e+01   1.23451e+00  -2.04255e+32
M   0.4000  1500.0   1.09111896  5.70e+01   1.38110   1.64889   1.90241   2114.38      0.00   1.1625575e+04   2.2492000e-01  0.00000e+00   2.07758e+09   0.00000e+00   0.00000e+00  -2.04255e+32

M   0.4000  1500.0   1.39038559    0.0010   1.89690   2.56703   2.92754   6563.86    908.55   1.6520000e+04   1.7263000e-01  0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00  -1.87776e+32
M   0.4000  1500.0   1.39038559    0.0015   1.69670   2.09110   2.37168   4311.82    471.50   1.4695087e+04   2.0225000e-01  3.73647e+18   2.25061e+14   3.90778e+17   4.11909e+16  -2.57862e+32
M   0.4000  1500.0   1.39038559    0.0020   1.65832   2.00955   2.27556   3895.62    390.82   1.4253438e+04   2.0792500e-01  1.68380e+18   2.25001e+14   1.76099e+17   1.85622e+16  -2.71300e+32
M   0.4000  1500.0   1.39038559    0.0030   1.62596   1.94425   2.19997   3470.61    314.12   1.3749192e+04   2.1271000e-01  6.76036e+17   2.24880e+14   7.07030e+16   7.45262e+15  -2.82626e+32
M   0.4000  1500.0   1.39038559    0.0050   1.59907   1.89327   2.14082   3153.33    256.33   1.3330040e+04   2.1668778e-01  2.90140e+17   2.24640e+14   3.03442e+16   3.19850e+15  -2.92041e+32
M   0.4000  1500.0   1.39038559    0.0100   1.57208   1.84414   2.08337   2863.17    203.02   1.2909308e+04   2.2068000e-01  1.10416e+17   2.24043e+14   1.15478e+16   1.21722e+15  -3.01491e+32
M   0.4000  1500.0   1.39038559    0.0200   1.55186   1.80945   2.04241   2605.55    159.02   1.2502166e+04   2.2366776e-01  4.04044e+16   2.22849e+14   4.22568e+15   4.45418e+14  -3.08568e+32
M   0.4000  1500.0   1.39038559    0.0300   1.54243   1.79364   2.02364   2490.08    139.25   1.2308545e+04   2.2507048e-01  2.34231e+16   2.21669e+14   2.44970e+15   2.58216e+14  -3.11870e+32
M   0.4000  1500.0   1.39038559    0.0500   1.53218   1.77671   2.00349   2369.02    118.28   1.2097631e+04   2.2658252e-01  1.19828e+16   2.19326e+14   1.25321e+15   1.32098e+14  -3.15457e+32
M   0.4000  1500.0   1.39038559    0.1000   1.52143   1.75993   1.98330   2236.09     91.15   1.1856204e+04   2.2817438e-01  4.08852e+15   2.13620e+14   4.27597e+14   4.50719e+13  -3.19221e+32
M   0.4000  1500.0   1.39038559    0.2000   1.51523   1.75043   1.97183   2154.38     65.38   1.1702412e+04   2.2908836e-01  1.01100e+15   2.03139e+14   1.05735e+14   1.11453e+13  -3.21389e+32
M   0.4000  1500.0   1.39038559    0.5000   1.51298   1.74700   1.96768   2122.49     42.11   1.1641232e+04   2.2942341e-01  8.77577e+13   1.79841e+14   9.17811e+12   9.67440e+11  -3.22179e+32
M   0.4000  1500.0   1.39038559    1.0000   1.51271   1.74661   1.96719   2120.08     38.20   1.1636581e+04   2.2946076e-01  1.21756e+13   1.42391e+14   1.27338e+12   1.34224e+11  -3.22274e+32
M   0.4000  1500.0   1.39038559    2.0000   1.51245   1.74624   1.96674   2118.29     33.66   1.1633128e+04   2.2950543e-01  8.14481e+12   8.74350e+13   8.51822e+11   8.97883e+10  -3.22367e+32
M   0.4000  1500.0   1.39038559    5.0000   1.51213   1.74579   1.96619   2116.11     25.00   1.1628911e+04   2.2955000e-01  3.11793e+12   3.58550e+13   3.26088e+11   3.43721e+10  -3.22476e+32
M   0.4000  1500.0   1.39038559   10.0000   1.51213   1.74579   1.96619   2116.11     25.00   1.1628911e+04   2.2955000e-01  2.07862e+12   3.30533e+13   2.17392e+11   2.29147e+10  -3.22476e+32
M   0.4000  1500.0   1.39038559   20.0000   1.51213   1.74579   1.96619   2116.11     25.00   1.1628911e+04   2.2955000e-01  7.44146e+01   2.74501e+13   7.78259e+00   8.20343e-01  -3.22476e+32
M   0.4000  1500.0   1.39038559  1.13e+02   1.45886   1.69252   1.91292   2115.05      0.00   1.1626852e+04   2.2955000e-01  0.00000e+00   2.64741e+09   0.00000e+00   0.00000e+00  -3.22476e+32

M   0.4000  1500.0   1.77173358    0.0010   1.95345   2.51256   2.81124   6563.86    949.74   1.6520000e+04   1.8011000e-01  0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00  -3.31375e+32
M   0.4000  1500.0   1.77173358    0.0015   1.77098   2.10905   2.34805   4319.13    491.94   1.4702442e+04   2.0741000e-01  4.84011e+18   2.86789e+14   4.89229e+17   5.18000e+16  -4.20429e+32
M   0.4000  1500.0   1.77173358    0.0020   1.73530   2.03936   2.26805   3910.52    408.59   1.4270084e+04   2.1275000e-01  2.21315e+18   2.86712e+14   2.23701e+17   2.36857e+16  -4.37841e+32
M   0.4000  1500.0   1.77173358    0.0030   1.70453   1.98014   2.20003   3489.79    329.31   1.3773286e+04   2.1735750e-01  9.00341e+17   2.86559e+14   9.10048e+16   9.63566e+15  -4.52861e+32
M   0.4000  1500.0   1.77173358    0.0050   1.67901   1.93317   2.14569   3165.34    268.30   1.3346647e+04   2.2117400e-01  3.85193e+17   2.86253e+14   3.89346e+16   4.12243e+15  -4.65313e+32
M   0.4000  1500.0   1.77173358    0.0100   1.65344   1.88852   2.09398   2869.65    212.23   1.2919138e+04   2.2499870e-01  1.46332e+17   2.85492e+14   1.47910e+16   1.56608e+15  -4.77791e+32
M   0.4000  1500.0   1.77173358    0.0200   1.63391   1.85721   2.05813   2618.64    166.91   1.2523675e+04   2.2792312e-01  5.45515e+16   2.83971e+14   5.51396e+15   5.83822e+14  -4.87324e+32
M   0.4000  1500.0   1.77173358    0.0300   1.62484   1.84308   2.04187   2500.58    145.87   1.2326438e+04   2.2927432e-01  3.14168e+16   2.82465e+14   3.17555e+15   3.36230e+14  -4.91749e+32
M   0.4000  1500.0   1.77173358    0.0500   1.61505   1.82800   2.02448   2377.94    123.90   1.2113454e+04   2.3073900e-01  1.60684e+16   2.79484e+14   1.62416e+15   1.71967e+14  -4.96528e+32
M   0.4000  1500.0   1.77173358    0.1000   1.60458   1.81260   2.00660   2242.92     95.80   1.1868882e+04   2.3230405e-01  5.59287e+15   2.72181e+14   5.65317e+14   5.98562e+13  -5.01639e+32
M   0.4000  1500.0   1.77173358    0.2000   1.59849   1.80388   1.99642   2159.42     70.02   1.1712021e+04   2.3322273e-01  1.48505e+15   2.58708e+14   1.50106e+14   1.58934e+13  -5.04611e+32
M   0.4000  1500.0   1.77173358    0.5000   1.59602   1.80041   1.99237   2127.59     49.81   1.1651060e+04   2.3359000e-01  2.87036e+14   2.38130e+14   2.90130e+13   3.07192e+12  -5.05814e+32
M   0.4000  1500.0   1.77173358    1.0000   1.59602   1.80041   1.99237   2127.59     49.81   1.1651060e+04   2.3359000e-01  2.79676e+14   2.38032e+14   2.82691e+13   2.99315e+12  -5.05814e+32
M   0.4000  1500.0   1.77173358    2.0000   1.59602   1.80041   1.99237   2127.59     49.81   1.1651060e+04   2.3359000e-01  2.64956e+14   2.37835e+14   2.67812e+13   2.83562e+12  -5.05814e+32
M   0.4000  1500.0   1.77173358    5.0000   1.59602   1.80041   1.99237   2127.59     49.81   1.1651060e+04   2.3359000e-01  2.20797e+14   2.37246e+14   2.23177e+13   2.36302e+12  -5.05814e+32
