ST    WMF    T_eq          M_p       Age       R_b  R_20mbar  R_1mibar       T_b     T_int           s_env          I/MR^2        L_env         L_rad        L_core        L_grav        u_tot
M   0.8000   900.0   0.67196366    0.0500   1.58051   2.05399   2.36129   2367.20    104.89   1.2094385e+04   2.6080698e-01  8.68821e+15   3.53303e+13   8.69488e+13   7.38049e+13  -3.08163e+31
M   0.8000   900.0   0.67196366    0.1000   1.55546   1.99932   2.29604   2189.23     84.87   1.1768532e+04   2.6198892e-01  3.59098e+15   3.44007e+13   3.59374e+13   3.05048e+13  -3.30714e+31
M   0.8000   900.0   0.67196366    0.2000   1.53476   1.95637   2.24420   2041.17     68.89   1.1482119e+04   2.6296396e-01  1.50311e+15   3.26187e+13   1.50426e+13   1.27686e+13  -3.49365e+31
M   0.8000   900.0   0.67196366    0.5000   1.51297   1.91354   2.19192   1883.08     51.56   1.1159350e+04   2.6398392e-01  4.43251e+14   2.78254e+13   4.43592e+12   3.76535e+12  -3.68984e+31
M   0.8000   900.0   0.67196366    1.0000   1.50123   1.89150   2.16471   1798.43     40.61   1.0978591e+04   2.6453682e-01  1.59135e+14   2.14155e+13   1.59257e+12   1.35182e+12  -3.79557e+31
M   0.8000   900.0   0.67196366    2.0000   1.49387   1.87803   2.14800   1745.92     30.56   1.0863411e+04   2.6488847e-01  4.63922e+13   1.28651e+13   4.64279e+11   3.94095e+11  -3.86188e+31
M   0.8000   900.0   0.67196366    5.0000   1.49013   1.87126   2.13956   1718.45     16.95   1.0802192e+04   2.6505831e-01  6.44327e+12   3.59542e+12   6.44822e+10   5.47345e+10  -3.89564e+31
M   0.8000   900.0   0.67196366   10.0000   1.48978   1.87063   2.13877   1715.75     13.16   1.0796144e+04   2.6507612e-01  3.13977e+12   2.43987e+12   3.14219e+10   2.66719e+10  -3.89880e+31
M   0.8000   900.0   0.67196366   20.0000   1.48954   1.87020   2.13824   1713.90     10.00   1.0791981e+04   2.6509000e-01  1.33754e+02   1.77046e+12   1.33857e+00   1.13622e+00  -3.90094e+31
M   0.8000   900.0   0.67196366  2.83e+03   1.40783   1.78849   2.05653   1710.46      0.00   1.0784245e+04   2.6509000e-01  0.00000e+00   4.26491e+08   0.00000e+00   0.00000e+00  -3.90094e+31

M   0.8000   900.0   0.85626648    0.0010   2.43200   4.35716   5.03151   6563.86    740.16   1.6520000e+04   1.8896000e-01  0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00   6.60200e+31
M   0.8000   900.0   0.85626648    0.0015   2.02112   2.97781   3.37926   4796.86    465.39   1.5158004e+04   2.2869000e-01  5.51468e+18   4.62010e+13   8.86656e+16   9.84393e+15   3.87618e+29
M   0.8000   900.0   0.85626648    0.0020   1.93120   2.74602   3.11184   4297.27    388.20   1.4680392e+04   2.3738000e-01  2.43598e+18   4.61887e+13   3.91659e+16   4.34832e+15  -1.39776e+31
M   0.8000   900.0   0.85626648    0.0030   1.85927   2.54826   2.88623   3770.86    309.63   1.4111543e+04   2.4434000e-01  9.14548e+17   4.61639e+13   1.47042e+16   1.63251e+15  -2.54672e+31
M   0.8000   900.0   0.85626648    0.0050   1.80199   2.40246   2.71803   3399.39    253.41   1.3658548e+04   2.4987889e-01  3.85729e+17   4.61148e+13   6.20179e+15   6.88542e+14  -3.46167e+31
M   0.8000   900.0   0.85626648    0.0100   1.74480   2.26581   2.55876   3065.17    202.12   1.3206210e+04   2.5541136e-01  1.46551e+17   4.59919e+13   2.35627e+15   2.61600e+14  -4.37530e+31
M   0.8000   900.0   0.85626648    0.0200   1.70226   2.16373   2.44010   2744.06    158.93   1.2725198e+04   2.5952429e-01  5.32500e+16   4.57463e+13   8.56160e+14   9.50535e+13  -5.05481e+31
M   0.8000   900.0   0.85626648    0.0300   1.68231   2.11779   2.38628   2601.45    139.73   1.2495427e+04   2.6144764e-01  3.10847e+16   4.55031e+13   4.99783e+14   5.54875e+13  -5.37349e+31
M   0.8000   900.0   0.85626648    0.0500   1.66041   2.06880   2.32856   2451.47    119.46   1.2242175e+04   2.6356816e-01  1.61711e+16   4.50200e+13   2.60001e+14   2.88661e+13  -5.72324e+31
M   0.8000   900.0   0.85626648    0.1000   1.63530   2.01505   2.26470   2261.99     96.67   1.1904093e+04   2.6599206e-01  6.70214e+15   4.38349e+13   1.07758e+14   1.19636e+13  -6.12437e+31
M   0.8000   900.0   0.85626648    0.2000   1.61425   1.97533   2.21845   2103.22     78.52   1.1603934e+04   2.6803357e-01  2.82348e+15   4.15580e+13   4.53963e+13   5.04003e+12  -6.46062e+31
M   0.8000   900.0   0.85626648    0.5000   1.59191   1.93623   2.17295   1932.91     59.40   1.1263096e+04   2.7019093e-01  8.81999e+14   3.54367e+13   1.41809e+13   1.57441e+12  -6.81741e+31
M   0.8000   900.0   0.85626648    1.0000   1.57907   1.91476   2.14776   1831.78     46.68   1.1050519e+04   2.7143253e-01  3.21044e+14   2.72462e+13   5.16178e+12   5.73076e+11  -7.02259e+31
M   0.8000   900.0   0.85626648    2.0000   1.57015   1.90037   2.13076   1765.40     35.45   1.0906419e+04   2.7230076e-01  1.01902e+14   1.62476e+13   1.63840e+12   1.81900e+11  -7.16503e+31
M   0.8000   900.0   0.85626648    5.0000   1.56471   1.89170   2.12052   1723.59     21.28   1.0813706e+04   2.7282274e-01  1.44477e+13   4.06756e+12   2.32292e+11   2.57898e+10  -7.25196e+31
M   0.8000   900.0   0.85626648   10.0000   1.56386   1.89035   2.11892   1716.47     10.86   1.0797766e+04   2.7290184e-01  4.02656e+12   1.25659e+12   6.47395e+10   7.18758e+09  -7.26556e+31
M   0.8000   900.0   0.85626648   20.0000   1.56381   1.89027   2.11882   1716.05     10.00   1.0796812e+04   2.7291000e-01  1.71531e+02   7.00818e+11   2.75790e+00   3.06190e-01  -7.26635e+31
M   0.8000   900.0   0.85626648  2.95e+03   1.48381   1.81027   2.03882   1713.07      0.00   1.0790114e+04   2.7291000e-01  0.00000e+00   5.43467e+08   0.00000e+00   0.00000e+00  -7.26635e+31

M   0.8000   900.0   1.09111896    0.0010   2.35607   3.71040   4.18030   6563.86    827.63   1.6520000e+04   2.0984000e-01  0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00   3.39244e+31
M   0.8000   900.0   1.09111896    0.0015   2.05026   2.82717   3.15515   4681.38    469.47   1.5052216e+04   2.3818000e-01  5.87658e+18   5.88729e+13   9.40237e+16   1.08642e+16  -3.37596e+31
M   0.8000   900.0   1.09111896    0.0020   1.97770   2.64586   2.94579   4246.83    397.83   1.4629077e+04   2.4490500e-01  2.81860e+18   5.88570e+13   4.50968e+16   5.21080e+15  -4.98191e+31
M   0.8000   900.0   1.09111896    0.0030   1.91615   2.48255   2.75952   3752.60    320.80   1.4090379e+04   2.5061000e-01  1.11906e+18   5.88256e+13   1.79047e+16   2.06884e+15  -6.34416e+31
M   0.8000   900.0   1.09111896    0.0050   1.86490   2.35650   2.61425   3386.44    263.00   1.3641857e+04   2.5536000e-01  4.79301e+17   5.87627e+13   7.66868e+15   8.86094e+14  -7.47837e+31
M   0.8000   900.0   1.09111896    0.0100   1.81340   2.24358   2.48487   3054.61    209.85   1.3191151e+04   2.6012783e-01  1.83910e+17   5.86065e+13   2.94250e+15   3.39998e+14  -8.61810e+31
M   0.8000   900.0   1.09111896    0.0200   1.77376   2.16147   2.39238   2748.62    166.06   1.2732387e+04   2.6380634e-01  6.89002e+16   5.82933e+13   1.10238e+15   1.27377e+14  -9.49545e+31
M   0.8000   900.0   1.09111896    0.0300   1.75515   2.12385   2.34986   2603.74    145.88   1.2499195e+04   2.6552913e-01  4.01913e+16   5.79835e+13   6.43050e+14   7.43025e+13  -9.90739e+31
M   0.8000   900.0   1.09111896    0.0500   1.73472   2.08358   2.30416   2452.07    124.64   1.2243212e+04   2.6742053e-01  2.09297e+16   5.73694e+13   3.34870e+14   3.86933e+13  -1.03596e+32
M   0.8000   900.0   1.09111896    0.1000   1.71111   2.03897   2.25323   2267.65    101.06   1.1914494e+04   2.6961223e-01  8.76694e+15   5.58598e+13   1.40269e+14   1.62076e+13  -1.08821e+32
M   0.8000   900.0   1.09111896    0.2000   1.69138   2.00334   2.21228   2106.37     81.84   1.1610050e+04   2.7144146e-01  3.65963e+15   5.29637e+13   5.85530e+13   6.76564e+12  -1.13190e+32
M   0.8000   900.0   1.09111896    0.5000   1.67027   1.96733   2.17050   1935.05     61.80   1.1267506e+04   2.7339745e-01  1.13711e+15   4.51704e+13   1.81934e+13   2.10219e+12  -1.17860e+32
M   0.8000   900.0   1.09111896    1.0000   1.65794   1.94729   2.14706   1836.81     49.20   1.1061278e+04   2.7453603e-01  4.39198e+14   3.46796e+13   7.02704e+12   8.11955e+11  -1.20590e+32
M   0.8000   900.0   1.09111896    2.0000   1.64951   1.93395   2.13137   1766.78     36.88   1.0909461e+04   2.7532404e-01  1.33195e+14   2.07042e+13   2.13108e+12   2.46240e+11  -1.22454e+32
M   0.8000   900.0   1.09111896    5.0000   1.64445   1.92607   2.12210   1725.66     21.78   1.0818342e+04   2.7578585e-01  1.83256e+13   5.18105e+12   2.93204e+11   3.38789e+10  -1.23576e+32
M   0.8000   900.0   1.09111896   10.0000   1.64393   1.92525   2.12113   1720.48     15.75   1.0806730e+04   2.7583547e-01  7.60565e+12   2.75163e+12   1.21688e+11   1.40607e+10  -1.23691e+32
M   0.8000   900.0   1.09111896   20.0000   1.64379   1.92502   2.12086   1718.04     10.00   1.0801257e+04   2.7585000e-01  3.23240e+02   2.02297e+12   5.17175e+00   5.97580e-01  -1.23721e+32
M   0.8000   900.0   1.09111896  3.73e+03   1.56511   1.84634   2.04218   1715.43      0.00   1.0795423e+04   2.7585000e-01  0.00000e+00   6.92527e+08   0.00000e+00   0.00000e+00  -1.23721e+32

M   0.8000   900.0   1.39038559    0.0010   2.38425   3.47603   3.85407   6563.86    852.78   1.6520000e+04   2.1625000e-01  0.00000e+00   0.00000e+00   0.00000e+00   0.00000e+00   1.64634e+30
M   0.8000   900.0   1.39038559    0.0015   2.11186   2.74596   3.01171   4697.66    495.16   1.5067283e+04   2.4254000e-01  7.72136e+18   7.50202e+13   1.18407e+17   1.20933e+16  -8.51428e+31
M   0.8000   900.0   1.39038559    0.0020   2.04674   2.59492   2.83966   4258.77    418.62   1.4641279e+04   2.4883000e-01  3.70792e+18   7.50003e+13   5.68608e+16   5.80742e+15  -1.05893e+32
M   0.8000   900.0   1.39038559    0.0030   1.98773   2.46242   2.69199   3783.09    339.64   1.4125669e+04   2.5453000e-01  1.51433e+18   7.49598e+13   2.32222e+16   2.37178e+15  -1.24696e+32
M   0.8000   900.0   1.39038559    0.0050   1.93987   2.35870   2.57612   3405.30    277.45   1.3666143e+04   2.5914778e-01  6.42852e+17   7.48799e+13   9.85812e+15   1.00685e+15  -1.39946e+32
M   0.8000   900.0   1.39038559    0.0100   1.89190   2.26070   2.46587   3064.75    220.78   1.3205609e+04   2.6377636e-01  2.45452e+17   7.46805e+13   3.76400e+15   3.84432e+14  -1.55228e+32
M   0.8000   900.0   1.39038559    0.0200   1.85418   2.18584   2.38148   2773.85    176.16   1.2771908e+04   2.6741756e-01  9.54127e+16   7.42814e+13   1.46315e+15   1.49437e+14  -1.67245e+32
M   0.8000   900.0   1.39038559    0.0300   1.83627   2.15231   2.34428   2623.85    154.62   1.2532200e+04   2.6914324e-01  5.55759e+16   7.38866e+13   8.52254e+14   8.70441e+13  -1.72956e+32
M   0.8000   900.0   1.39038559    0.0500   1.81661   2.11661   2.30464   2467.21    132.04   1.2269332e+04   2.7104562e-01  2.89267e+16   7.31038e+13   4.43591e+14   4.53056e+13  -1.79219e+32
M   0.8000   900.0   1.39038559    0.1000   1.79403   2.07671   2.26020   2279.40    106.41   1.1936049e+04   2.7322769e-01  1.18559e+16   7.11799e+13   1.81810e+14   1.85689e+13  -1.86414e+32
M   0.8000   900.0   1.39038559    0.2000   1.77510   2.04517   2.22482   2120.56     86.61   1.1637505e+04   2.7504981e-01  5.06508e+15   6.74825e+13   7.76729e+13   7.93304e+12  -1.92443e+32
M   0.8000   900.0   1.39038559    0.5000   1.75477   2.01283   2.18831   1945.28     65.23   1.1288574e+04   2.7701543e-01  1.56412e+15   5.75399e+13   2.39857e+13   2.44975e+12  -1.98921e+32
M   0.8000   900.0   1.39038559    1.0000   1.74313   1.99508   2.16816   1842.90     51.68   1.1074288e+04   2.7813475e-01  5.91155e+14   4.42164e+13   9.06534e+12   9.25879e+11  -2.02630e+32
M   0.8000   900.0   1.39038559    2.0000   1.73481   1.98286   2.15422   1774.07     39.97   1.0925466e+04   2.7894343e-01  2.04018e+14   2.62957e+13   3.12861e+12   3.19538e+11  -2.05280e+32
M   0.8000   900.0   1.39038559    5.0000   1.72980   1.97556   2.14588   1729.14     23.74   1.0826102e+04   2.7942403e-01  3.00707e+13   6.85837e+12   4.61133e+11   4.70974e+10  -2.06879e+32
M   0.8000   900.0   1.39038559   10.0000   1.72899   1.97438   2.14453   1721.08     13.38   1.0808079e+04   2.7950000e-01  7.33765e+12   2.01347e+12   1.12523e+11   1.14924e+10  -2.07136e+32
M   0.8000   900.0   1.39038559   20.0000   1.72899   1.97436   2.14451   1719.84     10.00   1.0805298e+04   2.7950000e-01  3.11850e+02   1.34115e+12   4.78223e+00   4.88424e-01  -2.07136e+32
M   0.8000   900.0   1.39038559  4.52e+03   1.65114   1.89651   2.06666   1717.70      0.00   1.0800500e+04   2.7950000e-01  0.00000e+00   8.82470e+08   0.00000e+00   0.00000e+00  -2.07136e+32
